DAUID,low_income,minority,total_pop,total_pop_census,seniors,lone_parent,recent_immigrant,youth_15_24,visible_minority,low_income_lim
48112479,210.0,1440.0,2271.0,2271.0,9.3,85.0,115.0,275.0,1440.0,130.0
48112480,95.0,1075.0,1937.0,1937.0,4.9,90.0,160.0,155.0,1075.0,110.0
48112483,65.0,455.0,739.0,739.0,8.8,55.0,250.0,60.0,455.0,140.0
48112484,105.0,1030.0,1935.0,1935.0,5.4,80.0,200.0,165.0,1030.0,125.0
48112485,80.0,730.0,1612.0,1612.0,5.0,50.0,145.0,145.0,730.0,95.0
48112489,135.0,1405.0,2151.0,2151.0,6.5,120.0,390.0,190.0,1405.0,215.0
48112490,65.0,260.0,685.0,685.0,9.6,30.0,40.0,45.0,260.0,70.0
48112491,85.0,1635.0,2683.0,2683.0,3.2,80.0,705.0,275.0,1635.0,80.0
48112492,70.0,30.0,354.0,354.0,21.1,25.0,0.0,0.0,30.0,35.0
48112493,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
48112497,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
48112498,140.0,50.0,572.0,572.0,24.6,30.0,0.0,30.0,50.0,45.0
48112501,90.0,730.0,1125.0,1125.0,8.4,40.0,185.0,95.0,730.0,45.0
48112502,80.0,120.0,683.0,683.0,12.4,15.0,0.0,40.0,120.0,25.0
48112503,35.0,870.0,1556.0,1556.0,2.3,75.0,170.0,90.0,870.0,120.0
48112504,60.0,810.0,1692.0,1692.0,3.3,60.0,155.0,75.0,810.0,120.0
48112505,0.0,85.0,102.0,102.0,0.0,5.0,10.0,10.0,85.0,0.0
48112506,215.0,765.0,1458.0,1458.0,19.5,50.0,255.0,80.0,765.0,95.0
48112507,120.0,1100.0,1739.0,1739.0,6.9,60.0,265.0,150.0,1100.0,95.0
48112508,140.0,1025.0,1579.0,1579.0,8.9,55.0,45.0,215.0,1025.0,60.0
48112509,25.0,280.0,590.0,590.0,3.4,25.0,40.0,60.0,280.0,25.0
48112510,140.0,525.0,1169.0,1169.0,15.0,55.0,45.0,100.0,525.0,75.0
48112512,90.0,785.0,1661.0,1661.0,5.4,60.0,195.0,70.0,785.0,70.0
48112513,100.0,145.0,625.0,625.0,16.8,25.0,65.0,70.0,145.0,20.0
48112514,160.0,210.0,885.0,885.0,18.1,45.0,40.0,40.0,210.0,25.0
48112515,35.0,45.0,270.0,270.0,13.0,20.0,25.0,0.0,45.0,105.0
48112516,80.0,65.0,558.0,558.0,15.3,25.0,20.0,10.0,65.0,65.0
48112517,0.0,150.0,295.0,295.0,22.0,5.0,0.0,15.0,150.0,0.0
48112519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48112520,0.0,50.0,437.0,437.0,22.7,0.0,0.0,0.0,50.0,0.0
48112522,0.0,0.0,45.0,45.0,22.2,0.0,0.0,0.0,0.0,0.0
48112523,40.0,245.0,613.0,613.0,6.6,15.0,55.0,25.0,245.0,125.0
48112525,170.0,180.0,476.0,476.0,58.3,10.0,15.0,0.0,180.0,170.0
48112526,105.0,240.0,619.0,619.0,16.1,20.0,70.0,50.0,240.0,155.0
48112528,90.0,140.0,682.0,682.0,13.1,40.0,25.0,15.0,140.0,40.0
48112529,75.0,45.0,378.0,378.0,19.7,20.0,0.0,15.0,45.0,25.0
48112530,105.0,670.0,1210.0,1210.0,8.7,145.0,170.0,105.0,670.0,345.0
48112531,115.0,65.0,700.0,700.0,16.4,15.0,15.0,15.0,65.0,25.0
48112533,130.0,80.0,678.0,678.0,19.1,25.0,10.0,25.0,80.0,40.0
48112534,25.0,565.0,704.0,704.0,3.5,30.0,245.0,70.0,565.0,135.0
48112535,105.0,1940.0,2768.0,2768.0,3.6,70.0,795.0,245.0,1940.0,115.0
48112536,65.0,995.0,1233.0,1233.0,5.3,30.0,300.0,150.0,995.0,50.0
48112537,155.0,1675.0,2718.0,2718.0,5.7,75.0,580.0,170.0,1675.0,120.0
48112538,50.0,785.0,1152.0,1152.0,4.3,20.0,210.0,125.0,785.0,65.0
48112539,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
48112540,0.0,20.0,54.0,54.0,20.0,0.0,0.0,0.0,20.0,0.0
48112541,95.0,30.0,460.0,460.0,20.7,25.0,0.0,0.0,30.0,50.0
48112542,85.0,10.0,411.0,411.0,20.7,40.0,10.0,15.0,10.0,65.0
48112543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48112544,370.0,190.0,814.0,814.0,63.6,25.0,75.0,85.0,190.0,80.0
48112545,70.0,225.0,458.0,458.0,16.5,20.0,45.0,50.0,225.0,20.0
48112546,135.0,705.0,1137.0,1137.0,11.9,55.0,245.0,90.0,705.0,120.0
48112550,160.0,265.0,811.0,811.0,20.4,25.0,10.0,70.0,265.0,25.0
48112551,95.0,780.0,993.0,993.0,10.1,30.0,275.0,120.0,780.0,25.0
48112552,70.0,270.0,398.0,398.0,17.5,15.0,45.0,60.0,270.0,25.0
48112553,65.0,415.0,612.0,612.0,10.6,25.0,75.0,70.0,415.0,35.0
48112554,220.0,890.0,1363.0,1363.0,16.2,35.0,80.0,165.0,890.0,80.0
48112555,150.0,1025.0,1489.0,1489.0,10.1,55.0,265.0,150.0,1025.0,90.0
48112556,160.0,1420.0,1697.0,1697.0,9.1,65.0,220.0,195.0,1420.0,65.0
48112557,70.0,610.0,1220.0,1220.0,6.1,50.0,180.0,80.0,610.0,60.0
48112558,135.0,1350.0,1648.0,1648.0,7.9,55.0,350.0,205.0,1350.0,85.0
48112559,115.0,1280.0,1954.0,1954.0,5.6,80.0,345.0,150.0,1280.0,100.0
48112560,105.0,1940.0,2195.0,2195.0,4.8,50.0,885.0,245.0,1940.0,90.0
48112561,295.0,2535.0,3215.0,3215.0,9.2,115.0,635.0,425.0,2535.0,155.0
48112562,35.0,395.0,588.0,588.0,5.9,30.0,160.0,60.0,395.0,30.0
48112563,350.0,5000.0,6162.0,6162.0,5.7,155.0,1955.0,645.0,5000.0,355.0
48112564,175.0,3050.0,3541.0,3541.0,7.9,90.0,1440.0,395.0,3050.0,170.0
48112565,120.0,2595.0,2685.0,2685.0,4.3,50.0,1075.0,305.0,2595.0,110.0
48112566,135.0,2745.0,2875.0,2875.0,4.7,60.0,1215.0,410.0,2745.0,135.0
48112567,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
48112568,45.0,1075.0,1521.0,1521.0,3.3,30.0,585.0,115.0,1075.0,35.0
48112569,160.0,1695.0,2278.0,2278.0,7.3,75.0,640.0,220.0,1695.0,160.0
48112570,130.0,1785.0,2819.0,2819.0,4.8,105.0,695.0,190.0,1785.0,140.0
48112571,90.0,1700.0,2086.0,2086.0,4.3,50.0,810.0,185.0,1700.0,120.0
48112572,95.0,1650.0,2013.0,2013.0,4.7,45.0,600.0,235.0,1650.0,75.0
48112573,90.0,1700.0,1952.0,1952.0,4.6,45.0,710.0,220.0,1700.0,80.0
48112574,75.0,1770.0,2240.0,2240.0,3.3,85.0,860.0,155.0,1770.0,140.0
48112575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48112576,0.0,45.0,225.0,225.0,26.7,5.0,0.0,20.0,45.0,0.0
48112577,0.0,35.0,198.0,198.0,10.0,0.0,0.0,10.0,35.0,0.0
48112578,95.0,200.0,607.0,607.0,15.6,35.0,50.0,35.0,200.0,50.0
48112580,120.0,1640.0,2258.0,2258.0,5.5,75.0,490.0,215.0,1640.0,130.0
48112582,215.0,2555.0,3933.0,3933.0,5.5,150.0,795.0,320.0,2555.0,205.0
48112583,160.0,1630.0,2735.0,2735.0,5.9,120.0,520.0,190.0,1630.0,175.0
48112584,70.0,595.0,1473.0,1473.0,4.8,80.0,180.0,70.0,595.0,110.0
48112585,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
48112586,290.0,1940.0,3528.0,3528.0,8.2,85.0,330.0,275.0,1940.0,130.0
48112587,100.0,1545.0,2833.0,2833.0,3.7,90.0,600.0,150.0,1545.0,95.0
48112588,290.0,1865.0,4101.0,4101.0,7.1,185.0,355.0,210.0,1865.0,185.0
48112589,50.0,535.0,1199.0,1199.0,3.8,20.0,125.0,35.0,535.0,45.0
48112590,115.0,1600.0,3316.0,3316.0,3.5,140.0,660.0,140.0,1600.0,130.0
48112591,110.0,1425.0,2647.0,2647.0,4.0,100.0,565.0,190.0,1425.0,130.0
48112592,80.0,2360.0,3434.0,3434.0,2.5,75.0,1210.0,255.0,2360.0,135.0
48112593,360.0,475.0,1427.0,1427.0,25.6,40.0,90.0,80.0,475.0,70.0
48112594,255.0,395.0,858.0,858.0,30.2,20.0,65.0,70.0,395.0,50.0
48112595,70.0,130.0,511.0,511.0,13.7,55.0,30.0,35.0,130.0,90.0
48112596,170.0,60.0,538.0,538.0,32.7,5.0,15.0,20.0,60.0,20.0
48112599,85.0,105.0,432.0,432.0,20.9,15.0,30.0,25.0,105.0,20.0
48112600,145.0,110.0,474.0,474.0,30.5,10.0,0.0,10.0,110.0,25.0
48112601,125.0,560.0,1204.0,1204.0,10.4,25.0,110.0,45.0,560.0,45.0
48112602,105.0,1040.0,1865.0,1865.0,5.4,65.0,405.0,85.0,1040.0,150.0
48112603,55.0,605.0,1202.0,1202.0,4.6,70.0,235.0,90.0,605.0,225.0
48112611,5.0,225.0,535.0,535.0,28.0,10.0,50.0,10.0,225.0,10.0
48112614,100.0,310.0,634.0,634.0,15.0,15.0,50.0,20.0,310.0,35.0
48112615,45.0,265.0,555.0,555.0,7.2,10.0,70.0,25.0,265.0,5.0
48112616,30.0,345.0,760.0,760.0,3.9,30.0,135.0,45.0,345.0,35.0
48112617,50.0,570.0,1149.0,1149.0,4.8,50.0,235.0,60.0,570.0,75.0
48112618,255.0,225.0,936.0,936.0,27.8,20.0,45.0,40.0,225.0,60.0
48112619,185.0,795.0,1947.0,1947.0,16.2,75.0,245.0,95.0,795.0,170.0
48112620,10.0,250.0,296.0,296.0,3.4,5.0,50.0,0.0,250.0,5.0
48112621,20.0,260.0,314.0,314.0,7.9,10.0,75.0,25.0,260.0,15.0
48112622,85.0,600.0,990.0,990.0,9.1,40.0,225.0,35.0,600.0,70.0
48112623,10.0,470.0,421.0,421.0,3.5,40.0,165.0,45.0,470.0,20.0
48112624,35.0,300.0,773.0,773.0,5.2,40.0,210.0,35.0,300.0,35.0
48112625,20.0,185.0,297.0,297.0,6.8,20.0,45.0,15.0,185.0,15.0
48112626,35.0,180.0,480.0,480.0,6.3,25.0,55.0,20.0,180.0,30.0
48112627,30.0,400.0,697.0,697.0,4.3,15.0,130.0,25.0,400.0,35.0
48112628,335.0,1280.0,2273.0,2273.0,14.7,70.0,295.0,140.0,1280.0,165.0
48112629,145.0,830.0,1455.0,1455.0,10.0,40.0,55.0,100.0,830.0,85.0
48112630,80.0,890.0,1480.0,1480.0,9.5,90.0,295.0,110.0,890.0,170.0
48112631,385.0,1115.0,2123.0,2123.0,18.4,40.0,170.0,95.0,1115.0,95.0
48112632,225.0,120.0,516.0,516.0,44.7,15.0,0.0,40.0,120.0,35.0
48112637,235.0,10.0,332.0,332.0,71.6,10.0,0.0,10.0,10.0,40.0
48112638,275.0,335.0,717.0,717.0,38.5,25.0,35.0,65.0,335.0,45.0
48112639,300.0,2150.0,4180.0,4180.0,7.1,175.0,570.0,245.0,2150.0,325.0
48112640,255.0,2665.0,3623.0,3623.0,7.0,85.0,900.0,280.0,2665.0,140.0
48112641,145.0,3040.0,4525.0,4525.0,3.2,185.0,1400.0,280.0,3040.0,445.0
48112642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48112643,80.0,1335.0,2897.0,2897.0,2.8,90.0,625.0,120.0,1335.0,95.0
48112644,60.0,1755.0,2114.0,2114.0,2.8,50.0,875.0,195.0,1755.0,70.0
48112645,20.0,385.0,769.0,769.0,2.6,25.0,100.0,40.0,385.0,35.0
48112646,80.0,220.0,597.0,597.0,12.5,15.0,25.0,10.0,220.0,20.0
48112647,170.0,2640.0,4647.0,4647.0,3.7,175.0,1110.0,355.0,2640.0,240.0
48112648,105.0,2575.0,4951.0,4951.0,2.1,190.0,1155.0,260.0,2575.0,250.0
48112649,15.0,300.0,544.0,544.0,2.8,10.0,130.0,25.0,300.0,15.0
48112650,80.0,295.0,637.0,637.0,12.6,20.0,90.0,50.0,295.0,30.0
48112652,95.0,1160.0,1789.0,1789.0,5.3,50.0,355.0,145.0,1160.0,110.0
48112653,95.0,995.0,1816.0,1816.0,5.5,55.0,295.0,95.0,995.0,145.0
48112654,215.0,1750.0,2411.0,2411.0,8.9,50.0,430.0,155.0,1750.0,180.0
48112655,125.0,895.0,1519.0,1519.0,7.9,45.0,175.0,115.0,895.0,160.0
48112656,50.0,695.0,1046.0,1046.0,5.3,20.0,135.0,70.0,695.0,50.0
48112657,80.0,1145.0,1770.0,1770.0,4.2,60.0,425.0,135.0,1145.0,150.0
48112658,105.0,925.0,1637.0,1637.0,6.1,30.0,225.0,50.0,925.0,75.0
48112659,0.0,70.0,181.0,181.0,5.6,10.0,50.0,0.0,70.0,0.0
48112660,90.0,630.0,1271.0,1271.0,7.1,50.0,215.0,40.0,630.0,70.0
48112661,75.0,1455.0,2320.0,2320.0,3.2,85.0,680.0,185.0,1455.0,180.0
48112662,50.0,1220.0,1951.0,1951.0,2.6,55.0,545.0,110.0,1220.0,135.0
48112663,80.0,1550.0,2437.0,2437.0,3.1,80.0,545.0,120.0,1550.0,130.0
48112664,15.0,645.0,857.0,857.0,2.3,20.0,300.0,50.0,645.0,20.0
48112665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48112667,155.0,625.0,952.0,952.0,16.2,10.0,55.0,65.0,625.0,60.0
48112668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48112669,535.0,3540.0,6706.0,6706.0,9.4,205.0,1025.0,360.0,3540.0,540.0
48112670,100.0,265.0,806.0,806.0,12.4,55.0,110.0,35.0,265.0,100.0
48112671,125.0,320.0,1016.0,1016.0,12.3,30.0,30.0,40.0,320.0,40.0
48112679,25.0,595.0,951.0,951.0,2.6,30.0,275.0,55.0,595.0,45.0
48112686,95.0,145.0,478.0,478.0,18.8,15.0,65.0,55.0,145.0,15.0
48112687,165.0,310.0,1215.0,1215.0,30.9,15.0,0.0,60.0,310.0,30.0
48112688,210.0,315.0,985.0,985.0,20.8,20.0,30.0,70.0,315.0,50.0
48112689,235.0,995.0,2247.0,2247.0,10.5,55.0,155.0,100.0,995.0,100.0
48112690,25.0,210.0,408.0,408.0,4.9,15.0,80.0,45.0,210.0,10.0
48112691,0.0,0.0,141.0,141.0,17.9,10.0,0.0,0.0,0.0,0.0
48112692,0.0,110.0,201.0,201.0,5.0,5.0,40.0,20.0,110.0,0.0
48112693,95.0,1305.0,2348.0,2348.0,4.0,90.0,405.0,185.0,1305.0,120.0
48112694,85.0,1700.0,2934.0,2934.0,2.9,115.0,920.0,245.0,1700.0,135.0
48112695,100.0,435.0,973.0,973.0,10.8,20.0,110.0,55.0,435.0,20.0
48112696,80.0,710.0,1618.0,1618.0,5.2,40.0,280.0,55.0,710.0,55.0
48112697,165.0,230.0,683.0,683.0,24.3,20.0,50.0,85.0,230.0,50.0
48112698,180.0,735.0,1216.0,1216.0,14.4,40.0,30.0,135.0,735.0,75.0
48112699,50.0,200.0,396.0,396.0,13.9,15.0,15.0,40.0,200.0,20.0
48112700,65.0,350.0,467.0,467.0,13.8,20.0,25.0,80.0,350.0,30.0
48112702,175.0,580.0,1639.0,1639.0,31.5,40.0,120.0,60.0,580.0,70.0
48112703,45.0,435.0,994.0,994.0,4.5,25.0,85.0,65.0,435.0,45.0
48112704,345.0,930.0,2502.0,2502.0,13.8,90.0,185.0,130.0,930.0,135.0
48112705,30.0,135.0,932.0,932.0,3.2,100.0,55.0,20.0,135.0,145.0
48112706,0.0,0.0,1318.0,1318.0,0.0,0.0,0.0,0.0,0.0,0.0
48112707,110.0,630.0,1153.0,1153.0,9.5,30.0,50.0,95.0,630.0,70.0
48112708,160.0,555.0,1304.0,1304.0,12.6,60.0,125.0,75.0,555.0,80.0
48112709,145.0,895.0,1697.0,1697.0,8.3,75.0,165.0,135.0,895.0,125.0
48112710,40.0,780.0,1246.0,1246.0,3.2,35.0,240.0,95.0,780.0,75.0
48112711,15.0,390.0,553.0,553.0,2.7,15.0,165.0,15.0,390.0,20.0
48112713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48112716,40.0,175.0,350.0,350.0,12.9,15.0,30.0,10.0,175.0,20.0
48112717,70.0,500.0,831.0,831.0,8.4,30.0,120.0,65.0,500.0,60.0
48112718,105.0,1490.0,2393.0,2393.0,4.4,100.0,320.0,215.0,1490.0,155.0
48112719,100.0,685.0,1512.0,1512.0,7.0,60.0,100.0,105.0,685.0,80.0
48112720,65.0,240.0,1101.0,1101.0,6.4,30.0,55.0,50.0,240.0,40.0
48112721,175.0,1095.0,4119.0,4119.0,4.2,130.0,310.0,120.0,1095.0,160.0
48112722,0.0,50.0,134.0,134.0,15.4,5.0,0.0,10.0,50.0,0.0
48112726,110.0,30.0,698.0,698.0,17.3,35.0,0.0,10.0,30.0,65.0
48112727,135.0,0.0,665.0,665.0,20.3,55.0,0.0,0.0,0.0,90.0
48112728,155.0,1755.0,3151.0,3151.0,7.9,120.0,620.0,205.0,1755.0,105.0
48112729,170.0,1035.0,1884.0,1884.0,9.3,45.0,435.0,115.0,1035.0,50.0
48112730,320.0,1310.0,2928.0,2928.0,10.9,140.0,210.0,150.0,1310.0,160.0
48112731,140.0,2740.0,4202.0,4202.0,3.4,120.0,1405.0,285.0,2740.0,135.0
48112732,115.0,2205.0,4003.0,4003.0,2.9,135.0,965.0,285.0,2205.0,160.0
48112733,20.0,540.0,1070.0,1070.0,2.3,40.0,340.0,65.0,540.0,40.0
48112734,150.0,1165.0,2009.0,2009.0,7.5,55.0,515.0,160.0,1165.0,55.0
48112735,80.0,1195.0,1794.0,1794.0,4.5,50.0,555.0,165.0,1195.0,95.0
48112736,90.0,325.0,854.0,854.0,9.9,35.0,40.0,50.0,325.0,35.0
48112737,215.0,1695.0,2994.0,2994.0,7.2,75.0,510.0,170.0,1695.0,120.0
48112738,260.0,1130.0,3316.0,3316.0,7.8,135.0,320.0,220.0,1130.0,125.0
48112739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48112740,55.0,220.0,543.0,543.0,10.1,20.0,75.0,40.0,220.0,160.0
48112741,0.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
48112742,85.0,290.0,736.0,736.0,11.5,35.0,165.0,85.0,290.0,120.0
48112743,50.0,815.0,1240.0,1240.0,4.0,50.0,180.0,90.0,815.0,70.0
48112744,90.0,1070.0,1808.0,1808.0,5.0,50.0,165.0,145.0,1070.0,100.0
48112745,60.0,1005.0,1464.0,1464.0,4.4,45.0,170.0,135.0,1005.0,125.0
48112746,55.0,400.0,640.0,640.0,8.6,20.0,35.0,90.0,400.0,30.0
48112747,0.0,105.0,231.0,231.0,13.0,5.0,20.0,15.0,105.0,0.0
48112748,70.0,180.0,396.0,396.0,19.0,10.0,10.0,40.0,180.0,25.0
48112749,165.0,310.0,670.0,670.0,23.9,35.0,50.0,50.0,310.0,45.0
48112751,100.0,210.0,395.0,395.0,25.3,15.0,40.0,40.0,210.0,15.0
48112753,120.0,900.0,1553.0,1553.0,7.7,65.0,285.0,105.0,900.0,115.0
48112754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48112755,130.0,1200.0,2172.0,2172.0,6.0,95.0,340.0,185.0,1200.0,115.0
48112756,385.0,2270.0,3634.0,3634.0,10.5,140.0,635.0,270.0,2270.0,260.0
48112757,95.0,335.0,1185.0,1185.0,8.0,20.0,45.0,25.0,335.0,145.0
48112759,55.0,310.0,786.0,786.0,7.0,30.0,75.0,60.0,310.0,215.0
48112760,30.0,65.0,326.0,326.0,7.7,5.0,45.0,0.0,65.0,55.0
48112762,95.0,230.0,692.0,692.0,14.4,15.0,65.0,30.0,230.0,130.0
48112764,135.0,715.0,1541.0,1541.0,8.7,65.0,305.0,115.0,715.0,355.0
48112768,75.0,0.0,342.0,342.0,20.3,15.0,0.0,0.0,0.0,15.0
48112771,705.0,1290.0,9489.0,9489.0,7.4,385.0,765.0,245.0,1290.0,415.0
48112772,545.0,465.0,6825.0,6825.0,8.0,225.0,200.0,110.0,465.0,310.0
48112773,395.0,200.0,3076.0,3076.0,12.8,105.0,25.0,55.0,200.0,85.0
48112774,380.0,285.0,2371.0,2371.0,15.8,70.0,35.0,25.0,285.0,75.0
48112775,65.0,15.0,298.0,298.0,20.0,15.0,15.0,0.0,15.0,5.0
48112778,395.0,430.0,3054.0,3054.0,12.8,70.0,125.0,35.0,430.0,70.0
48112779,275.0,610.0,3275.0,3275.0,11.5,155.0,270.0,90.0,610.0,125.0
48112781,395.0,10.0,648.0,648.0,81.4,10.0,0.0,10.0,10.0,35.0
48112782,110.0,0.0,264.0,264.0,41.5,10.0,0.0,0.0,0.0,10.0
48112783,30.0,40.0,480.0,480.0,5.2,15.0,0.0,10.0,40.0,25.0
48112784,30.0,165.0,472.0,472.0,7.4,25.0,65.0,10.0,165.0,0.0
48112785,175.0,545.0,2731.0,2731.0,6.2,105.0,235.0,50.0,545.0,70.0
48112786,10.0,95.0,581.0,581.0,1.7,15.0,40.0,10.0,95.0,5.0
48112787,10.0,70.0,555.0,555.0,2.7,15.0,45.0,0.0,70.0,5.0
48112788,160.0,140.0,837.0,837.0,35.7,50.0,65.0,30.0,140.0,65.0
48112789,105.0,80.0,699.0,699.0,15.0,35.0,35.0,20.0,80.0,35.0
48112790,80.0,0.0,326.0,326.0,24.2,25.0,0.0,0.0,0.0,20.0
48112791,110.0,95.0,807.0,807.0,13.7,60.0,50.0,15.0,95.0,75.0
48112792,90.0,15.0,477.0,477.0,49.0,30.0,10.0,0.0,15.0,25.0
48112793,10.0,60.0,464.0,464.0,3.2,45.0,0.0,0.0,60.0,25.0
48112794,10.0,85.0,499.0,499.0,3.0,30.0,35.0,0.0,85.0,30.0
48112795,15.0,40.0,480.0,480.0,4.2,15.0,0.0,0.0,40.0,0.0
48112796,25.0,95.0,617.0,617.0,4.0,30.0,50.0,15.0,95.0,25.0
48112798,60.0,115.0,1003.0,1003.0,5.5,35.0,45.0,0.0,115.0,35.0
48112799,100.0,245.0,1607.0,1607.0,6.2,40.0,110.0,10.0,245.0,40.0
48112800,325.0,620.0,1678.0,1678.0,19.6,50.0,90.0,170.0,620.0,65.0
48112801,70.0,245.0,637.0,637.0,29.1,25.0,60.0,35.0,245.0,55.0
48112802,225.0,1135.0,2007.0,2007.0,11.2,145.0,270.0,125.0,1135.0,320.0
48112803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48112804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48112805,45.0,300.0,480.0,480.0,8.3,10.0,65.0,40.0,300.0,180.0
48112806,115.0,1045.0,1692.0,1692.0,6.8,85.0,445.0,80.0,1045.0,390.0
48112807,35.0,545.0,726.0,726.0,5.5,60.0,175.0,100.0,545.0,95.0
48112808,60.0,630.0,976.0,976.0,6.1,40.0,290.0,85.0,630.0,65.0
48112809,35.0,310.0,389.0,389.0,9.0,20.0,145.0,30.0,310.0,50.0
48112810,85.0,635.0,1166.0,1166.0,7.3,85.0,275.0,95.0,635.0,200.0
48112811,255.0,100.0,1239.0,1239.0,20.6,25.0,0.0,20.0,100.0,45.0
48112812,190.0,40.0,1516.0,1516.0,12.5,55.0,25.0,20.0,40.0,40.0
48112813,130.0,510.0,2013.0,2013.0,11.9,95.0,295.0,50.0,510.0,175.0
48112814,240.0,60.0,1312.0,1312.0,18.3,40.0,45.0,25.0,60.0,50.0
48112815,190.0,150.0,1442.0,1442.0,13.5,75.0,85.0,40.0,150.0,80.0
48112816,175.0,100.0,1330.0,1330.0,13.2,35.0,45.0,20.0,100.0,50.0
48112817,70.0,195.0,1949.0,1949.0,3.6,85.0,120.0,20.0,195.0,85.0
48112818,85.0,520.0,2097.0,2097.0,4.3,80.0,255.0,30.0,520.0,60.0
48112819,290.0,140.0,1839.0,1839.0,15.8,125.0,65.0,40.0,140.0,210.0
48112820,105.0,40.0,601.0,601.0,17.5,5.0,0.0,0.0,40.0,20.0
48112821,240.0,65.0,801.0,801.0,29.4,30.0,35.0,30.0,65.0,75.0
48112822,50.0,0.0,270.0,270.0,20.4,5.0,0.0,0.0,0.0,10.0
48112824,110.0,30.0,522.0,522.0,21.2,20.0,0.0,10.0,30.0,30.0
48112826,370.0,160.0,1866.0,1866.0,19.5,35.0,45.0,25.0,160.0,30.0
48112827,80.0,470.0,1610.0,1610.0,15.5,105.0,270.0,60.0,470.0,135.0
48112828,20.0,50.0,498.0,498.0,4.0,10.0,15.0,10.0,50.0,0.0
48112829,30.0,125.0,597.0,597.0,5.0,20.0,20.0,10.0,125.0,20.0
48112830,215.0,185.0,1701.0,1701.0,12.4,60.0,90.0,40.0,185.0,50.0
48112831,45.0,95.0,684.0,684.0,7.4,10.0,30.0,10.0,95.0,35.0
48112832,10.0,85.0,461.0,461.0,2.2,20.0,0.0,10.0,85.0,5.0
48112833,25.0,80.0,594.0,594.0,3.4,15.0,30.0,0.0,80.0,10.0
48112834,30.0,30.0,533.0,533.0,5.6,20.0,40.0,10.0,30.0,15.0
48112835,90.0,80.0,687.0,687.0,13.8,60.0,45.0,25.0,80.0,95.0
48112837,45.0,435.0,742.0,742.0,6.1,75.0,270.0,70.0,435.0,200.0
48112839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48112840,60.0,430.0,749.0,749.0,8.0,65.0,220.0,75.0,430.0,160.0
48112841,120.0,305.0,914.0,914.0,12.6,40.0,130.0,35.0,305.0,205.0
48112843,65.0,0.0,529.0,529.0,18.9,10.0,0.0,0.0,0.0,35.0
48112844,80.0,525.0,3604.0,3604.0,2.4,200.0,260.0,100.0,525.0,160.0
48112846,120.0,0.0,481.0,481.0,25.8,15.0,0.0,0.0,0.0,20.0
48112847,145.0,25.0,728.0,728.0,20.5,70.0,20.0,20.0,25.0,130.0
48112848,75.0,625.0,1553.0,1553.0,4.8,30.0,205.0,125.0,625.0,330.0
48112849,195.0,115.0,561.0,561.0,34.5,5.0,25.0,20.0,115.0,95.0
48112853,95.0,45.0,530.0,530.0,18.1,15.0,0.0,0.0,45.0,40.0
