DAUID,low_income,minority,total_pop,total_pop_census,seniors,lone_parent,recent_immigrant,youth_15_24,visible_minority,low_income_lim
48111910,165.0,0.0,404.0,404.0,39.5,10.0,0.0,10.0,0.0,10.0
48111911,200.0,95.0,754.0,754.0,26.5,10.0,15.0,30.0,95.0,10.0
48111913,110.0,0.0,477.0,477.0,24.0,15.0,0.0,0.0,0.0,15.0
48111914,270.0,445.0,1381.0,1381.0,25.5,80.0,255.0,60.0,445.0,135.0
48111915,130.0,25.0,623.0,623.0,20.8,20.0,15.0,0.0,25.0,25.0
48111916,415.0,50.0,1131.0,1131.0,65.9,50.0,0.0,15.0,50.0,105.0
48111917,95.0,0.0,445.0,445.0,31.5,25.0,30.0,20.0,0.0,50.0
48111918,90.0,55.0,525.0,525.0,16.2,35.0,0.0,20.0,55.0,65.0
48111919,95.0,145.0,399.0,399.0,22.5,15.0,100.0,15.0,145.0,20.0
48111920,310.0,60.0,732.0,732.0,42.2,25.0,20.0,25.0,60.0,50.0
48111921,140.0,30.0,644.0,644.0,21.9,35.0,0.0,15.0,30.0,35.0
48111922,95.0,40.0,441.0,441.0,21.6,15.0,15.0,10.0,40.0,25.0
48111923,160.0,205.0,1067.0,1067.0,15.4,55.0,85.0,30.0,205.0,80.0
48111924,65.0,15.0,500.0,500.0,14.0,25.0,0.0,10.0,15.0,35.0
48111925,450.0,105.0,782.0,782.0,57.7,40.0,85.0,65.0,105.0,75.0
48111926,75.0,25.0,498.0,498.0,15.0,35.0,0.0,0.0,25.0,50.0
48111927,75.0,60.0,392.0,392.0,19.0,20.0,0.0,15.0,60.0,20.0
48111928,65.0,60.0,397.0,397.0,16.5,25.0,30.0,20.0,60.0,30.0
48111929,80.0,20.0,469.0,469.0,18.3,30.0,15.0,0.0,20.0,25.0
48111930,105.0,75.0,511.0,511.0,20.6,20.0,65.0,0.0,75.0,35.0
48111931,90.0,15.0,580.0,580.0,15.5,35.0,0.0,0.0,15.0,35.0
48111932,80.0,0.0,310.0,310.0,25.8,20.0,0.0,0.0,0.0,10.0
48111933,125.0,70.0,576.0,576.0,22.6,30.0,0.0,10.0,70.0,40.0
48111934,155.0,10.0,829.0,829.0,18.7,35.0,15.0,0.0,10.0,25.0
48111935,85.0,90.0,497.0,497.0,16.2,30.0,35.0,10.0,90.0,15.0
48111936,105.0,35.0,423.0,423.0,26.2,20.0,10.0,10.0,35.0,20.0
48111937,105.0,70.0,405.0,405.0,27.2,5.0,0.0,10.0,70.0,10.0
48111938,75.0,30.0,514.0,514.0,14.6,5.0,0.0,20.0,30.0,25.0
48111939,345.0,290.0,1721.0,1721.0,19.8,20.0,0.0,65.0,290.0,65.0
48111940,85.0,25.0,419.0,419.0,20.2,15.0,0.0,25.0,25.0,15.0
48111941,115.0,0.0,562.0,562.0,21.4,25.0,0.0,0.0,0.0,25.0
48111942,150.0,45.0,569.0,569.0,25.4,25.0,15.0,0.0,45.0,15.0
48111943,120.0,0.0,601.0,601.0,20.0,25.0,15.0,10.0,0.0,15.0
48111944,245.0,115.0,1221.0,1221.0,20.1,95.0,25.0,30.0,115.0,70.0
48111945,80.0,15.0,469.0,469.0,17.0,25.0,15.0,10.0,15.0,40.0
48111946,85.0,35.0,577.0,577.0,14.8,30.0,0.0,10.0,35.0,40.0
48111947,130.0,45.0,655.0,655.0,19.8,25.0,0.0,20.0,45.0,40.0
48111948,450.0,200.0,1478.0,1478.0,30.4,35.0,30.0,70.0,200.0,45.0
48111949,215.0,40.0,776.0,776.0,27.7,35.0,0.0,15.0,40.0,25.0
48111950,120.0,50.0,600.0,600.0,20.0,5.0,25.0,20.0,50.0,15.0
48111951,120.0,20.0,570.0,570.0,20.2,20.0,0.0,25.0,20.0,30.0
48111952,80.0,65.0,546.0,546.0,14.7,35.0,10.0,10.0,65.0,30.0
48111953,85.0,70.0,692.0,692.0,11.5,65.0,15.0,10.0,70.0,105.0
48111954,80.0,15.0,460.0,460.0,18.5,25.0,0.0,0.0,15.0,45.0
48111955,95.0,80.0,472.0,472.0,20.2,25.0,0.0,10.0,80.0,15.0
48111956,65.0,75.0,469.0,469.0,13.8,10.0,0.0,0.0,75.0,25.0
48111957,80.0,190.0,606.0,606.0,13.2,35.0,110.0,20.0,190.0,35.0
48111958,175.0,55.0,752.0,752.0,47.7,15.0,0.0,20.0,55.0,35.0
48111960,195.0,180.0,1660.0,1660.0,11.4,65.0,70.0,40.0,180.0,60.0
48111961,100.0,0.0,564.0,564.0,17.7,5.0,10.0,15.0,0.0,15.0
48111962,80.0,65.0,383.0,383.0,22.1,15.0,0.0,30.0,65.0,5.0
48111963,85.0,95.0,685.0,685.0,12.4,40.0,25.0,30.0,95.0,35.0
48111964,135.0,35.0,567.0,567.0,24.8,25.0,0.0,15.0,35.0,20.0
48111965,95.0,25.0,450.0,450.0,21.1,20.0,0.0,20.0,25.0,15.0
48111966,165.0,75.0,745.0,745.0,22.3,50.0,20.0,10.0,75.0,55.0
48111967,130.0,100.0,1148.0,1148.0,11.3,105.0,20.0,15.0,100.0,105.0
48111968,105.0,30.0,442.0,442.0,23.9,20.0,25.0,25.0,30.0,10.0
48111972,230.0,275.0,988.0,988.0,23.4,40.0,80.0,40.0,275.0,50.0
48111974,110.0,290.0,711.0,711.0,16.1,20.0,20.0,55.0,290.0,20.0
48111975,160.0,390.0,839.0,839.0,18.6,35.0,55.0,105.0,390.0,15.0
48111976,115.0,175.0,716.0,716.0,16.8,25.0,30.0,30.0,175.0,25.0
48111977,65.0,395.0,778.0,778.0,7.7,90.0,130.0,40.0,395.0,140.0
48111978,105.0,345.0,1164.0,1164.0,9.0,100.0,170.0,65.0,345.0,200.0
48111979,105.0,205.0,915.0,915.0,11.5,55.0,90.0,35.0,205.0,95.0
48111981,0.0,10.0,1220.0,1220.0,6.6,130.0,0.0,0.0,10.0,270.0
48111982,0.0,25.0,605.0,605.0,8.3,50.0,15.0,0.0,25.0,105.0
48111984,145.0,55.0,833.0,833.0,17.4,15.0,0.0,55.0,55.0,35.0
48111985,240.0,145.0,1817.0,1817.0,13.2,35.0,20.0,50.0,145.0,90.0
48111986,0.0,25.0,501.0,501.0,0.0,5.0,10.0,0.0,25.0,0.0
48111987,0.0,25.0,423.0,423.0,0.0,10.0,0.0,0.0,25.0,0.0
48111988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48111989,15.0,20.0,615.0,615.0,2.4,5.0,0.0,0.0,20.0,0.0
48111990,130.0,0.0,679.0,679.0,19.9,25.0,0.0,25.0,0.0,25.0
48111991,110.0,30.0,586.0,586.0,18.8,15.0,15.0,15.0,30.0,35.0
48111992,80.0,15.0,543.0,543.0,14.7,15.0,0.0,0.0,15.0,40.0
48112006,120.0,0.0,657.0,657.0,19.1,15.0,0.0,10.0,0.0,50.0
48112010,125.0,0.0,706.0,706.0,17.9,25.0,0.0,0.0,0.0,25.0
48112011,110.0,0.0,548.0,548.0,20.0,15.0,0.0,0.0,0.0,45.0
48112012,85.0,15.0,700.0,700.0,30.0,15.0,0.0,0.0,15.0,20.0
48112013,70.0,0.0,570.0,570.0,11.4,10.0,0.0,0.0,0.0,40.0
48112072,120.0,130.0,638.0,638.0,19.7,15.0,30.0,35.0,130.0,45.0
48112073,100.0,70.0,408.0,408.0,23.2,10.0,0.0,10.0,70.0,35.0
48112081,65.0,0.0,397.0,397.0,20.3,10.0,0.0,0.0,0.0,25.0
48112090,95.0,25.0,555.0,555.0,17.1,60.0,0.0,0.0,25.0,70.0
48112092,35.0,65.0,480.0,480.0,8.3,25.0,30.0,10.0,65.0,15.0
48112093,40.0,70.0,454.0,454.0,8.8,30.0,25.0,0.0,70.0,25.0
48112094,65.0,35.0,898.0,898.0,7.8,30.0,0.0,10.0,35.0,20.0
48112095,160.0,115.0,1023.0,1023.0,15.1,30.0,50.0,40.0,115.0,40.0
48112096,80.0,20.0,468.0,468.0,16.0,10.0,0.0,10.0,20.0,5.0
48112097,75.0,15.0,552.0,552.0,12.6,10.0,0.0,0.0,15.0,10.0
48112099,85.0,30.0,467.0,467.0,17.2,10.0,0.0,0.0,30.0,20.0
48112100,115.0,50.0,811.0,811.0,13.6,30.0,35.0,15.0,50.0,35.0
48112101,55.0,10.0,459.0,459.0,12.0,10.0,0.0,10.0,10.0,5.0
48112102,70.0,30.0,402.0,402.0,17.5,5.0,10.0,0.0,30.0,5.0
48112103,60.0,0.0,308.0,308.0,21.0,10.0,0.0,0.0,0.0,5.0
48112106,105.0,395.0,830.0,830.0,13.3,65.0,240.0,25.0,395.0,85.0
48112107,0.0,0.0,48.0,48.0,30.0,0.0,0.0,0.0,0.0,0.0
48112108,100.0,65.0,419.0,419.0,25.0,15.0,45.0,25.0,65.0,50.0
48112109,100.0,145.0,689.0,689.0,13.8,40.0,35.0,0.0,145.0,65.0
48112110,85.0,170.0,540.0,540.0,15.7,40.0,120.0,35.0,170.0,115.0
48112111,85.0,55.0,484.0,484.0,17.5,35.0,0.0,20.0,55.0,20.0
48112112,85.0,100.0,484.0,484.0,17.5,25.0,15.0,20.0,100.0,40.0
48112113,80.0,35.0,509.0,509.0,15.8,25.0,10.0,0.0,35.0,30.0
48112114,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
48112115,0.0,0.0,52.0,52.0,20.0,0.0,0.0,0.0,0.0,0.0
48112116,115.0,225.0,659.0,659.0,16.7,25.0,80.0,25.0,225.0,65.0
48112117,110.0,325.0,1358.0,1358.0,8.1,110.0,140.0,65.0,325.0,180.0
48112119,25.0,305.0,628.0,628.0,3.2,40.0,100.0,30.0,305.0,115.0
48112120,175.0,370.0,841.0,841.0,20.8,40.0,80.0,35.0,370.0,80.0
48112121,50.0,260.0,504.0,504.0,10.9,35.0,105.0,35.0,260.0,60.0
48112122,30.0,450.0,633.0,633.0,4.8,35.0,265.0,60.0,450.0,145.0
48112123,35.0,255.0,471.0,471.0,8.5,55.0,125.0,25.0,255.0,140.0
48112124,60.0,235.0,426.0,426.0,14.1,25.0,25.0,25.0,235.0,50.0
48112125,60.0,220.0,443.0,443.0,13.6,25.0,45.0,30.0,220.0,85.0
48112126,30.0,345.0,745.0,745.0,4.7,60.0,190.0,25.0,345.0,120.0
48112127,110.0,180.0,524.0,524.0,21.0,25.0,50.0,40.0,180.0,35.0
48112128,240.0,345.0,1049.0,1049.0,43.8,65.0,115.0,70.0,345.0,170.0
48112129,155.0,240.0,706.0,706.0,21.3,30.0,55.0,40.0,240.0,45.0
48112130,115.0,125.0,542.0,542.0,21.1,40.0,55.0,35.0,125.0,50.0
48112131,55.0,560.0,714.0,714.0,8.5,60.0,240.0,65.0,560.0,210.0
48112132,110.0,395.0,760.0,760.0,15.1,50.0,125.0,35.0,395.0,125.0
48112136,130.0,250.0,624.0,624.0,20.8,20.0,30.0,45.0,250.0,30.0
48112138,125.0,195.0,439.0,439.0,28.7,10.0,15.0,35.0,195.0,25.0
48112139,80.0,10.0,482.0,482.0,37.5,25.0,15.0,0.0,10.0,75.0
48112140,65.0,90.0,530.0,530.0,12.3,35.0,60.0,0.0,90.0,65.0
48112141,75.0,60.0,562.0,562.0,13.4,30.0,20.0,15.0,60.0,50.0
48112142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48112143,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
48112144,115.0,225.0,455.0,455.0,25.6,25.0,80.0,20.0,225.0,25.0
48112145,30.0,495.0,768.0,768.0,3.2,75.0,335.0,135.0,495.0,135.0
48112146,50.0,325.0,479.0,479.0,10.4,40.0,170.0,40.0,325.0,45.0
48112147,70.0,255.0,400.0,400.0,17.5,30.0,130.0,35.0,255.0,35.0
48112148,120.0,545.0,1032.0,1032.0,11.1,80.0,255.0,45.0,545.0,120.0
48112149,145.0,340.0,1257.0,1257.0,11.6,80.0,225.0,50.0,340.0,180.0
48112150,65.0,125.0,536.0,536.0,12.1,55.0,50.0,30.0,125.0,50.0
48112151,50.0,255.0,646.0,646.0,7.7,65.0,160.0,50.0,255.0,80.0
48112152,40.0,135.0,430.0,430.0,8.1,40.0,95.0,30.0,135.0,45.0
48112153,90.0,135.0,544.0,544.0,16.7,10.0,50.0,20.0,135.0,80.0
48112154,35.0,150.0,472.0,472.0,7.4,10.0,55.0,10.0,150.0,95.0
48112155,50.0,115.0,471.0,471.0,10.6,15.0,40.0,0.0,115.0,70.0
48112156,50.0,215.0,590.0,590.0,8.5,20.0,55.0,0.0,215.0,95.0
48112157,20.0,300.0,496.0,496.0,4.0,5.0,60.0,10.0,300.0,120.0
48112158,25.0,180.0,466.0,466.0,5.4,5.0,20.0,0.0,180.0,75.0
48112159,20.0,215.0,559.0,559.0,3.6,20.0,45.0,15.0,215.0,160.0
48112160,165.0,285.0,868.0,868.0,19.0,20.0,60.0,20.0,285.0,155.0
48112161,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
48112162,205.0,555.0,1163.0,1163.0,26.6,30.0,70.0,85.0,555.0,65.0
48112163,355.0,320.0,867.0,867.0,43.4,35.0,30.0,65.0,320.0,60.0
48112164,155.0,415.0,1028.0,1028.0,14.6,30.0,70.0,50.0,415.0,45.0
48112165,130.0,220.0,624.0,624.0,21.6,15.0,25.0,25.0,220.0,25.0
48112167,105.0,290.0,800.0,800.0,13.1,55.0,155.0,30.0,290.0,135.0
48112168,190.0,250.0,808.0,808.0,23.6,40.0,95.0,55.0,250.0,55.0
48112169,105.0,80.0,454.0,454.0,23.1,25.0,0.0,10.0,80.0,35.0
48112170,150.0,80.0,749.0,749.0,20.0,45.0,30.0,35.0,80.0,40.0
48112171,85.0,140.0,455.0,455.0,17.6,30.0,35.0,25.0,140.0,45.0
48112176,640.0,90.0,1645.0,1645.0,53.8,45.0,20.0,50.0,90.0,135.0
48112180,135.0,40.0,635.0,635.0,21.3,10.0,0.0,15.0,40.0,25.0
48112182,65.0,15.0,454.0,454.0,14.3,20.0,0.0,0.0,15.0,40.0
48112183,55.0,20.0,313.0,313.0,17.5,15.0,0.0,10.0,20.0,20.0
48112185,60.0,280.0,2039.0,2039.0,2.7,130.0,55.0,30.0,280.0,95.0
48112196,105.0,10.0,580.0,580.0,19.1,10.0,0.0,0.0,10.0,30.0
48112197,45.0,145.0,1052.0,1052.0,3.8,50.0,135.0,25.0,145.0,25.0
48112200,105.0,45.0,724.0,724.0,15.2,15.0,0.0,15.0,45.0,55.0
48112201,75.0,280.0,1429.0,1429.0,4.9,70.0,110.0,15.0,280.0,65.0
48112202,60.0,70.0,674.0,674.0,9.7,40.0,0.0,25.0,70.0,20.0
48112203,190.0,195.0,1630.0,1630.0,11.7,35.0,10.0,40.0,195.0,70.0
48112205,95.0,230.0,1292.0,1292.0,7.0,40.0,40.0,20.0,230.0,30.0
48112206,30.0,60.0,681.0,681.0,5.1,30.0,0.0,0.0,60.0,25.0
48112207,90.0,75.0,859.0,859.0,10.5,30.0,0.0,15.0,75.0,35.0
48112208,150.0,35.0,571.0,571.0,27.2,20.0,0.0,0.0,35.0,25.0
48112210,260.0,560.0,1312.0,1312.0,19.4,55.0,125.0,100.0,560.0,75.0
48112214,40.0,135.0,253.0,253.0,17.6,10.0,25.0,20.0,135.0,20.0
48112215,120.0,600.0,1413.0,1413.0,8.2,80.0,205.0,100.0,600.0,95.0
48112216,230.0,1185.0,2332.0,2332.0,9.7,75.0,150.0,185.0,1185.0,110.0
48112218,170.0,820.0,1737.0,1737.0,9.8,55.0,280.0,90.0,820.0,100.0
48112221,250.0,490.0,1175.0,1175.0,21.3,20.0,25.0,65.0,490.0,45.0
48112224,330.0,950.0,1675.0,1675.0,19.7,65.0,255.0,105.0,950.0,165.0
48112226,270.0,2510.0,3920.0,3920.0,7.0,90.0,1045.0,300.0,2510.0,175.0
48112227,170.0,550.0,1075.0,1075.0,15.8,35.0,130.0,50.0,550.0,80.0
48112232,90.0,0.0,452.0,452.0,20.0,40.0,0.0,0.0,0.0,45.0
48112233,80.0,0.0,407.0,407.0,19.8,20.0,0.0,0.0,0.0,55.0
48112235,435.0,445.0,1460.0,1460.0,29.8,30.0,20.0,80.0,445.0,40.0
48112237,90.0,205.0,476.0,476.0,17.9,15.0,65.0,40.0,205.0,15.0
48112238,50.0,180.0,528.0,528.0,9.4,10.0,20.0,20.0,180.0,40.0
48112239,55.0,175.0,449.0,449.0,11.1,15.0,0.0,45.0,175.0,10.0
48112240,35.0,205.0,620.0,620.0,4.8,25.0,110.0,50.0,205.0,30.0
48112242,110.0,1165.0,1755.0,1755.0,6.6,55.0,350.0,120.0,1165.0,105.0
48112246,140.0,1340.0,1969.0,1969.0,7.4,75.0,355.0,235.0,1340.0,115.0
48112250,120.0,865.0,1416.0,1416.0,8.5,55.0,210.0,135.0,865.0,90.0
48112252,75.0,225.0,513.0,513.0,14.7,20.0,35.0,40.0,225.0,30.0
48112253,55.0,315.0,461.0,461.0,10.9,15.0,80.0,35.0,315.0,15.0
48112256,215.0,60.0,1334.0,1334.0,16.4,55.0,40.0,0.0,60.0,50.0
48112257,55.0,0.0,411.0,411.0,13.3,20.0,0.0,0.0,0.0,30.0
48112258,175.0,145.0,2096.0,2096.0,8.4,75.0,110.0,30.0,145.0,85.0
48112260,180.0,80.0,1121.0,1121.0,16.1,60.0,45.0,20.0,80.0,110.0
48112261,0.0,0.0,94.0,94.0,22.2,5.0,0.0,0.0,0.0,0.0
48112262,680.0,230.0,3577.0,3577.0,21.0,185.0,135.0,45.0,230.0,290.0
48112263,100.0,420.0,671.0,671.0,14.9,20.0,55.0,90.0,420.0,35.0
48112264,90.0,355.0,736.0,736.0,12.2,30.0,30.0,55.0,355.0,45.0
48112266,160.0,670.0,814.0,814.0,19.6,35.0,40.0,115.0,670.0,35.0
48112268,195.0,720.0,1397.0,1397.0,13.6,65.0,105.0,105.0,720.0,115.0
48112270,190.0,1030.0,2153.0,2153.0,8.8,85.0,165.0,205.0,1030.0,80.0
48112271,115.0,470.0,1232.0,1232.0,8.9,55.0,95.0,90.0,470.0,65.0
48112274,30.0,355.0,543.0,543.0,5.5,25.0,145.0,50.0,355.0,65.0
48112280,170.0,155.0,705.0,705.0,24.1,20.0,15.0,35.0,155.0,30.0
48112281,140.0,625.0,778.0,778.0,18.7,25.0,140.0,90.0,625.0,35.0
48112282,235.0,730.0,1361.0,1361.0,17.3,45.0,90.0,85.0,730.0,75.0
48112283,120.0,560.0,741.0,741.0,16.2,35.0,140.0,70.0,560.0,65.0
48112284,170.0,585.0,862.0,862.0,19.7,25.0,140.0,90.0,585.0,45.0
48112285,255.0,270.0,813.0,813.0,31.9,15.0,10.0,60.0,270.0,40.0
48112286,115.0,600.0,843.0,843.0,13.1,15.0,50.0,75.0,600.0,20.0
48112287,200.0,370.0,845.0,845.0,23.1,25.0,65.0,25.0,370.0,80.0
48112289,50.0,420.0,961.0,961.0,5.7,10.0,75.0,25.0,420.0,95.0
48112290,155.0,310.0,841.0,841.0,18.5,10.0,105.0,40.0,310.0,220.0
48112291,30.0,195.0,536.0,536.0,5.6,5.0,70.0,35.0,195.0,85.0
48112292,40.0,160.0,453.0,453.0,8.8,10.0,35.0,20.0,160.0,40.0
48112294,15.0,155.0,513.0,513.0,3.9,15.0,35.0,25.0,155.0,35.0
48112295,15.0,190.0,465.0,465.0,4.3,10.0,75.0,10.0,190.0,85.0
48112297,90.0,20.0,794.0,794.0,11.4,30.0,0.0,10.0,20.0,30.0
48112298,40.0,55.0,618.0,618.0,5.7,25.0,0.0,0.0,55.0,10.0
48112299,30.0,85.0,782.0,782.0,4.5,10.0,10.0,10.0,85.0,30.0
48112302,225.0,655.0,1975.0,1975.0,11.6,115.0,435.0,65.0,655.0,175.0
48112303,100.0,0.0,321.0,321.0,29.2,15.0,20.0,0.0,0.0,15.0
48112305,65.0,255.0,676.0,676.0,8.9,15.0,20.0,75.0,255.0,25.0
48112306,115.0,170.0,403.0,403.0,29.6,15.0,0.0,50.0,170.0,15.0
48112307,190.0,1060.0,1909.0,1909.0,10.2,65.0,70.0,180.0,1060.0,140.0
48112310,180.0,1395.0,2372.0,2372.0,7.4,95.0,265.0,190.0,1395.0,130.0
48112311,155.0,340.0,940.0,940.0,17.0,45.0,80.0,50.0,340.0,40.0
48112316,105.0,250.0,961.0,961.0,33.3,10.0,55.0,35.0,250.0,105.0
48112317,50.0,200.0,632.0,632.0,7.1,10.0,70.0,25.0,200.0,60.0
48112319,155.0,140.0,592.0,592.0,25.2,15.0,0.0,30.0,140.0,30.0
48112321,250.0,175.0,675.0,675.0,38.5,25.0,30.0,30.0,175.0,80.0
48112322,35.0,275.0,372.0,372.0,9.5,20.0,80.0,20.0,275.0,60.0
48112324,550.0,440.0,1593.0,1593.0,34.5,80.0,110.0,125.0,440.0,230.0
48112325,140.0,70.0,568.0,568.0,52.2,25.0,15.0,25.0,70.0,35.0
48112326,95.0,530.0,838.0,838.0,10.8,20.0,35.0,125.0,530.0,50.0
48112327,165.0,545.0,1201.0,1201.0,14.1,50.0,40.0,140.0,545.0,55.0
48112328,115.0,320.0,935.0,935.0,31.0,40.0,20.0,45.0,320.0,55.0
48112329,80.0,260.0,570.0,570.0,14.0,40.0,90.0,60.0,260.0,120.0
48112330,150.0,795.0,1113.0,1113.0,13.5,60.0,165.0,130.0,795.0,105.0
48112332,115.0,430.0,959.0,959.0,12.0,35.0,35.0,70.0,430.0,40.0
48112334,220.0,90.0,869.0,869.0,26.0,30.0,10.0,15.0,90.0,55.0
48112335,180.0,1095.0,3107.0,3107.0,5.8,110.0,200.0,150.0,1095.0,170.0
48112338,295.0,965.0,2414.0,2414.0,15.8,125.0,335.0,145.0,965.0,170.0
48112339,185.0,30.0,870.0,870.0,21.3,45.0,10.0,10.0,30.0,35.0
48112340,65.0,30.0,650.0,650.0,10.0,10.0,0.0,0.0,30.0,15.0
48112341,295.0,55.0,1193.0,1193.0,24.4,35.0,0.0,10.0,55.0,60.0
48112342,70.0,100.0,830.0,830.0,8.4,45.0,40.0,10.0,100.0,40.0
48112343,90.0,75.0,862.0,862.0,10.5,35.0,30.0,10.0,75.0,20.0
48112344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48112345,210.0,125.0,1682.0,1682.0,13.6,65.0,20.0,15.0,125.0,90.0
48112369,120.0,35.0,590.0,590.0,19.5,20.0,0.0,10.0,35.0,50.0
48112371,170.0,325.0,2351.0,2351.0,7.4,140.0,135.0,65.0,325.0,140.0
48112372,350.0,290.0,2583.0,2583.0,13.3,110.0,125.0,60.0,290.0,100.0
48112373,145.0,480.0,2181.0,2181.0,6.7,125.0,265.0,90.0,480.0,150.0
48112374,220.0,50.0,805.0,805.0,28.0,20.0,10.0,20.0,50.0,35.0
48112375,210.0,545.0,2706.0,2706.0,12.9,145.0,300.0,65.0,545.0,150.0
48112376,180.0,45.0,603.0,603.0,29.8,10.0,25.0,10.0,45.0,35.0
48112385,80.0,725.0,1580.0,1580.0,5.1,50.0,230.0,95.0,725.0,60.0
48112386,105.0,745.0,1422.0,1422.0,7.7,50.0,225.0,60.0,745.0,45.0
48112387,40.0,340.0,718.0,718.0,4.9,35.0,80.0,55.0,340.0,45.0
48112388,160.0,1180.0,2833.0,2833.0,5.5,130.0,340.0,140.0,1180.0,200.0
48112390,275.0,95.0,713.0,713.0,39.2,15.0,35.0,20.0,95.0,50.0
48112396,120.0,945.0,1685.0,1685.0,7.1,65.0,220.0,85.0,945.0,135.0
48112397,65.0,475.0,911.0,911.0,7.1,30.0,80.0,45.0,475.0,40.0
48112398,220.0,730.0,1831.0,1831.0,12.0,65.0,230.0,90.0,730.0,145.0
48112405,55.0,240.0,1032.0,1032.0,5.8,50.0,120.0,20.0,240.0,45.0
48112406,20.0,175.0,461.0,461.0,5.4,25.0,65.0,30.0,175.0,20.0
48112407,35.0,210.0,707.0,707.0,5.0,25.0,75.0,25.0,210.0,55.0
48112408,65.0,455.0,1045.0,1045.0,6.2,55.0,195.0,50.0,455.0,80.0
48112409,60.0,280.0,863.0,863.0,6.4,40.0,75.0,0.0,280.0,55.0
48112410,175.0,685.0,1566.0,1566.0,10.9,65.0,115.0,90.0,685.0,90.0
48112411,170.0,415.0,804.0,804.0,38.5,15.0,25.0,40.0,415.0,30.0
48112413,50.0,550.0,1027.0,1027.0,4.4,65.0,250.0,75.0,550.0,155.0
48112414,270.0,1505.0,3273.0,3273.0,8.2,160.0,515.0,140.0,1505.0,360.0
48112416,160.0,620.0,969.0,969.0,16.5,25.0,80.0,70.0,620.0,40.0
48112417,105.0,960.0,1694.0,1694.0,5.9,75.0,155.0,110.0,960.0,100.0
48112419,95.0,0.0,670.0,670.0,14.2,20.0,0.0,0.0,0.0,20.0
48112420,80.0,0.0,486.0,486.0,16.3,10.0,0.0,10.0,0.0,35.0
48112421,40.0,160.0,856.0,856.0,4.1,20.0,25.0,15.0,160.0,10.0
48112422,105.0,180.0,1678.0,1678.0,6.5,55.0,60.0,35.0,180.0,45.0
48112424,280.0,10.0,1021.0,1021.0,66.7,15.0,0.0,15.0,10.0,45.0
48112425,0.0,0.0,113.0,113.0,30.4,5.0,0.0,0.0,0.0,0.0
48112428,60.0,15.0,455.0,455.0,13.3,30.0,0.0,10.0,15.0,10.0
48112432,215.0,685.0,2916.0,2916.0,7.2,85.0,270.0,60.0,685.0,170.0
48112433,295.0,320.0,2762.0,2762.0,10.7,50.0,70.0,85.0,320.0,70.0
48112438,195.0,445.0,2096.0,2096.0,9.1,75.0,110.0,75.0,445.0,70.0
48112439,160.0,445.0,2130.0,2130.0,7.3,65.0,95.0,75.0,445.0,115.0
48112447,55.0,10.0,384.0,384.0,14.3,5.0,0.0,0.0,10.0,25.0
48112449,225.0,480.0,1302.0,1302.0,17.3,45.0,45.0,75.0,480.0,70.0
48112451,70.0,0.0,336.0,336.0,19.4,5.0,0.0,0.0,0.0,30.0
48112453,145.0,0.0,704.0,704.0,20.6,25.0,0.0,10.0,0.0,85.0
48112454,150.0,390.0,2409.0,2409.0,6.2,85.0,65.0,80.0,390.0,65.0
48112455,155.0,785.0,3104.0,3104.0,5.0,150.0,305.0,130.0,785.0,150.0
48112456,0.0,45.0,157.0,157.0,25.8,0.0,0.0,15.0,45.0,0.0
48112457,0.0,35.0,162.0,162.0,24.2,15.0,0.0,10.0,35.0,0.0
48112458,55.0,35.0,310.0,310.0,17.7,10.0,0.0,0.0,35.0,25.0
48112459,0.0,0.0,319.0,319.0,3.2,0.0,0.0,0.0,0.0,0.0
48112460,40.0,80.0,259.0,259.0,15.4,5.0,0.0,30.0,80.0,5.0
48112461,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
48112462,125.0,55.0,638.0,638.0,19.5,55.0,15.0,20.0,55.0,95.0
48112463,80.0,165.0,335.0,335.0,25.4,10.0,0.0,35.0,165.0,10.0
48112465,95.0,125.0,424.0,424.0,21.2,10.0,15.0,50.0,125.0,25.0
48112468,100.0,680.0,1304.0,1304.0,7.3,95.0,200.0,65.0,680.0,75.0
48112469,50.0,680.0,960.0,960.0,4.7,35.0,320.0,95.0,680.0,45.0
48112470,0.0,0.0,122.0,122.0,12.5,5.0,0.0,0.0,0.0,0.0
48112471,0.0,0.0,129.0,129.0,7.7,0.0,0.0,0.0,0.0,0.0
48112472,60.0,1035.0,1744.0,1744.0,3.2,65.0,310.0,145.0,1035.0,65.0
48112473,25.0,730.0,1391.0,1391.0,1.8,45.0,280.0,105.0,730.0,55.0
48112474,85.0,1735.0,2195.0,2195.0,6.2,70.0,645.0,245.0,1735.0,105.0
48112475,135.0,1980.0,2686.0,2686.0,4.8,125.0,595.0,285.0,1980.0,215.0
48112476,120.0,1225.0,2434.0,2434.0,4.7,135.0,300.0,170.0,1225.0,200.0
